dataSize,responseTime
1500,0.9694
1500,1.2255
1500,1.3481
1500,2.0953
1500,2.4965
1500,1.5893
1500,1.7112
1500,2.9560
1500,3.0933
1500,3.2979
1500,3.3241
1500,3.2708
1500,3.2264
1500,3.2616
1500,3.0060
1500,2.9609
1500,2.8053
1500,3.8182
1500,3.6444
1500,1.6475
1500,4.0285
1500,4.1681
1500,3.2789
1500,4.1246
1500,3.3288
1500,3.5536
1500,3.9042
1500,4.4558
1500,3.9432
1500,5.0318
1500,4.0478
1500,5.0761
1500,4.0020
1500,5.6221
1500,5.2998
1500,1.6219
1500,2.0320
1500,9.3872
1500,9.6040
1500,12.3881
1500,15.8513
1500,15.8328
1500,15.4309
1500,15.0498
1500,10.1440
1500,7.4583
1500,7.6504
1500,8.0220
1500,7.5135
1500,8.0321
1500,7.7422
1500,9.9082
1500,10.0258
1500,10.0719
1500,10.5198
1500,10.4532
1500,10.5733
1500,11.1505
1500,10.9533
1500,10.4718
1500,10.4479
1500,10.6147
1500,4.1758
1500,10.6195
1500,10.5910
1500,10.5768
1500,10.6806
1500,4.3876
1500,11.0082
1500,7.4553
1500,11.4781
1500,11.7910
1500,5.1821
1500,4.9973
1500,5.0247
1500,11.6448
1500,12.2048
1500,5.0743
1500,12.3445
1500,5.0948
1500,5.1067
1500,5.2123
1500,5.1470
1500,5.1875
1500,3.0314
1500,1.1665
1500,1.2117
1500,1.3050
1500,66.0051
1500,18.2863
1500,19.0014
1500,18.4684
1500,18.4798
1500,18.9918
1500,21.9940
1500,22.2059
1500,22.2178
1500,22.3732
1500,22.8924
1500,22.8742
1500,22.7345
1500,26.0525
1500,26.1358
1500,25.0629
1500,25.5641
1500,25.1247
1500,25.6398
1500,26.4088
1500,26.5622
1500,26.4667
1500,26.5625
1500,26.4422
1500,26.8077
1500,26.4410
1500,26.7635
1500,26.7183
1500,26.5607
1500,26.7912
1500,26.8728
1500,32.9694
1500,26.8153
1500,26.9632
1500,26.4936
1500,26.8023
1500,26.5742
1500,26.6721
1500,26.4580
1500,26.4684
1500,26.5017
1500,26.4881
1500,26.7139
1500,28.2799
1500,28.3097
1500,28.7964
1500,29.3895
1500,1.5545
1500,1.4459
1500,1.3662
1500,72.3500
1500,11.2288
1500,13.6027
1500,13.4495
1500,4.2272
1500,4.0228
1500,11.7246
1500,10.8607
1500,11.9975
1500,12.1565
1500,11.6857
1500,11.8839
1500,12.5570
1500,12.6557
1500,14.1440
1500,12.2960
1500,12.3351
1500,12.3284
1500,12.3705
1500,13.4877
1500,12.3658
1500,12.3733
1500,14.0026
1500,12.8849
1500,13.4785
1500,12.4265
1500,12.4303
1500,13.9557
1500,13.0874
1500,14.0673
1500,12.8281
1500,13.9203
1500,12.5279
1500,12.9633
1500,12.5505
1500,13.7624
1500,12.5386
1500,13.0258
1500,12.5268
1500,12.8155
1500,13.5980
1500,13.6799
1500,17.0622
1500,15.9607
1500,15.8687
1500,16.0537
1500,5.6520
1500,17.4860
1500,1.5128
1500,1.2998
1500,58.0328
1500,6.7210
1500,6.7116
1500,4.0726
1500,4.3166
1500,3.6715
1500,1.1074
1500,1.1562
1500,3.4680
1500,2.0776
1500,2.0850
1500,2.0325
1500,1.3114
1500,1.3760
1500,3.8686
1500,3.2950
1500,3.5209
1500,3.0398
1500,3.5872
1500,4.8465
1500,4.9053
1500,4.7189
1500,3.8151
1500,4.1338
1500,5.2595
1500,4.7428
1500,4.8164
1500,4.3326
1500,4.8738
1500,3.5130
1500,5.0204
1500,5.1282
1500,5.1654
1500,5.2807
1500,5.6475
1500,5.2865
1500,5.3885
1500,5.7010
1500,5.5776
1500,5.6883
1500,1.4170
1500,5.8165
1500,5.7354
1500,1.4253
1500,1.4359
1500,1.2673
1500,2.0700
1500,3.5451
1500,3.5892
1500,5.8152
1500,3.0050
1500,12.3310
1500,14.5157
1500,9.0352
1500,15.2364
1500,9.4572
1500,9.1396
1500,14.5095
1500,14.4765
1500,10.2050
1500,10.2903
1500,10.7972
1500,22.5404
1500,19.2498
1500,21.4408
1500,17.8835
1500,19.1625
1500,17.6568
1500,18.1005
1500,20.1571
1500,20.4500
1500,18.0683
1500,17.9214
1500,18.7931
1500,18.6803
1500,13.0858
1500,14.7163
1500,14.6440
1500,15.8154
1500,14.7092
1500,16.3335
1500,13.1393
1500,14.7072
1500,15.8619
1500,16.7402
1500,16.2791
1500,16.4523
1500,16.4304
1500,16.7735
1500,16.3789
1500,14.7313
1500,16.0210
1500,16.7060
1500,16.5410
1500,16.2915
1500,23.0726
1500,16.0080
1500,16.9052
1500,1.1896
1500,1.9324
1500,60.8835
1500,6.0496
1500,6.0761
1500,3.5009
1500,2.1193
1500,2.1338
1500,3.0532
1500,3.1519
1500,2.4823
1500,2.7611
1500,2.6488
1500,3.0933
1500,4.5989
1500,2.9350
1500,2.9409
1500,2.8828
1500,2.9394
1500,2.8853
1500,2.6864
1500,2.5721
1500,5.3159
1500,2.6556
1500,3.8415
1500,5.6967
1500,5.3034
1500,5.9010
1500,5.8031
1500,4.9863
1500,5.6514
1500,5.1881
1500,5.5805
1500,5.1754
1500,5.4829
1500,6.0225
1500,5.4015
1500,6.2315
1500,6.0525
1500,6.7010
1500,6.1251
1500,6.0050
1500,5.6218
1500,6.5139
1500,5.9483
1500,6.1243
1500,6.6467
1500,6.8423
1500,6.6285
